,id,title,abstract,field,sdg_relation,sdg_label,text_processed
18792,53d81ee444605e519f73a288021d06ba7f848ec0,Time and Chance,Preface 1. Time-Reversal Invariance 2. Thermodynamics 3. Statistical Mechanics 4. The Reversibility Objections and the Past-Hypothesis 5. The Scope of Thermodynamics 6. The Asymmetries of Knowledge and Intervention 7. Quantum Mechanics Appendix: Gedankenexperiments with Heat Engines Index,Mathematics,0,0,preface timereversal invariance thermodynamics statistical mechanic reversibility objection pasthypothesis scope thermodynamics asymmetry knowledge intervention quantum mechanic appendix gedankenexperiments heat engine index
17628,faeb9fdf1c1ce1a758983a821629f0a3e4f39678,Bioimaging in the mid-infrared using an organometallic carbonyl tag.,"Two stable and water-soluble organometallic carbonyl cluster derivatives have been prepared and shown to enter the cell with ease. The CO stretching vibrations afford strong mid-infrared signals which have been demonstrated, for the first time, to be of utility in cell imaging via an IR microscope.",Chemistry;Medicine,0,0,two stable watersoluble organometallic carbonyl cluster derivative prepared shown enter cell ease co stretching vibration afford strong midinfrared signal demonstrated first time utility cell imaging via ir microscope
18814,59cd9ca495e346f27d2482232886ce0074b2a9a2,Thermodynamic data for steelmaking,１ Ｆｕｎｄａｍｅｎｔａｌ Ｔｈｅｏｒｙ ｏｆ Ｔｈｅｒｍｏｄｙｎａｍｉｃｓ ｆｏｒ Ｓｔｅｅｌｍａｋｉｎｇ（Ｔｈｅｒｍｏｄｙｎａｍｉｃｓ Ｌａｗｓ；Ｃｈｅｍｉｃａｌ Ｅｑｕｉｌｉｂｒｉｕｍ；ｓｏｌｕｔｉｏｎｓ） ２ Ｐｌａｉｎ Ｓｔｅｅｌ（Ａｂｓｔｒａｃｔ；Ｏｘｉｄｅ；Ｓｕｌｆｉｄｅ ほか） ３ Ｓｐｅｃｉａｌ Ｓｔｅｅｌｓ（Ａｂｓｔｒａｃｔ；Ｄａｔａ Ｓｈｅｅｔ；Ｃａｓ Ｓｔｕｄｉｅｓ ほか） ４ Ｏｘｉｄｅｓ ａｎｄ Ｉｎｃｌｕｓｉｏｎｓ（Ｏｘｉｄｅｓ；Ｃａｐａｃｉｔｙ；Ｓｕｌｆｒｉｄｅ ほか） ＡＰＰＥＮＤＩＸ Ｔｈｅｒｍｏｃｈｅｍｉｃａｌ Ｄａｔａ Ｃｏｌｌｅｃｔｅｄ ｉｎ “ＳＴＥＥＬＭＡＫＩＮＧ ＤＡＴＡ ＳＯＵＲＣＥ ＢＯＯＫ—ＲＥＶＩＳＥＤ ＥＤＩＴＩＯＮ—”（Ｒｅｃｏｍｍｅｎｄｅｄ Ｅｑｕｉｌｉｂｒｉｕｍ Ｖａｌｕｅｓ；Ｉｎｔｅｒａｃｔｉｏｎ Ｐａｒａｍｅｔｅｒｓ ｏｆ Ｅｌｅｍｅｎｔｓ ｉｎ Ｉｒｏｎ Ａｌｌｏｙｓ（ｅｊｉ））,Materials Science,0,0,ｆｕｎｄａｍｅｎｔａｌ ｔｈｅｏｒｙ ｏｆ ｔｈｅｒｍｏｄｙｎａｍｉｃｓ ｆｏｒ ｓｔｅｅｌｍａｋｉｎｇｔｈｅｒｍｏｄｙｎａｍｉｃｓ ｌａｗｓｃｈｅｍｉｃａｌ ｅｑｕｉｌｉｂｒｉｕｍｓｏｌｕｔｉｏｎｓ ｐｌａｉｎ ｓｔｅｅｌａｂｓｔｒａｃｔｏｘｉｄｅｓｕｌｆｉｄｅ ほか ｓｐｅｃｉａｌ ｓｔｅｅｌｓａｂｓｔｒａｃｔｄａｔａ ｓｈｅｅｔｃａｓ ｓｔｕｄｉｅｓ ほか ｏｘｉｄｅｓ ａｎｄ ｉｎｃｌｕｓｉｏｎｓｏｘｉｄｅｓｃａｐａｃｉｔｙｓｕｌｆｒｉｄｅ ほか ａｐｐｅｎｄｉｘ ｔｈｅｒｍｏｃｈｅｍｉｃａｌ ｄａｔａ ｃｏｌｌｅｃｔｅｄ ｉｎ ｓｔｅｅｌｍａｋｉｎｇ ｄａｔａ ｓｏｕｒｃｅ ｂｏｏｋｒｅｖｉｓｅｄ ｅｄｉｔｉｏｎｒｅｃｏｍｍｅｎｄｅｄ ｅｑｕｉｌｉｂｒｉｕｍ ｖａｌｕｅｓｉｎｔｅｒａｃｔｉｏｎ ｐａｒａｍｅｔｅｒｓ ｏｆ ｅｌｅｍｅｎｔｓ ｉｎ ｉｒｏｎ ａｌｌｏｙｓｅｊｉ
20322,9aa27be1bbeb898e6daf8c106ccafae6e09856f9,Graph Theory and Probability. II,"Define f(k, l) as the least integer so t h a t every graph having f(k, l) vertices contains either a complete graph of order k or a set of l independent vertices (a complete graph of order k is a graph of k vertices every two of which are connected by an edge, a set of I vertices is called independent if no two are connected by an edge). Throughout this paper c1, c2, … will denote positive absolute constants. It is known (1, 2) that (1) and in a previous paper (3) I stated that I can prove that for every ∈ > 0 and l > l(∈), f (3, l) > l2-∈ . In the present paper I am going to prove that (2)",,0,0,define fk l least integer h every graph fk l vertex contains either complete graph order k set l independent vertex complete graph order k graph k vertex every two connected edge set vertex called independent two connected edge throughout paper c c denote positive absolute constant known previous paper stated prove every l l f l l present paper going prove
7512,23c668b52dd211203d2d4f9672326fa468d84d78,Cosmology with a Time Variable Cosmological Constant,Description d'une cosmologie basee sur une constante cosmologique Λ decroissante avec le temps quand l'energie potentielle du champ scalaire φ possede une queue en loi de puissance V∼φ − α pour φ eleve,Physics,0,0,description dune cosmologie basee sur une constante cosmologique λ decroissante avec le temp quand lenergie potentielle du champ scalaire φ possede une queue en loi de puissance vφ α pour φ eleve
8181,34e85f0eb3c0f8ae8d4ee9b6860187b304928d12,Disturbing Implications of a Cosmological Constant,"In this paper we consider the implications of a cosmological constant for the evolution of the universe, under a set of assumptions motivated by the holographic and horizon complementarity principles. We discuss the ``causal patch'' description of spacetime required by this framework, and present some simple examples of cosmologies described this way. We argue that these assumptions inevitably lead to very deep paradoxes, which seem to require major revisions of our usual assumptions.",Physics,0,0,paper consider implication cosmological constant evolution universe set assumption motivated holographic horizon complementarity principle discus causal patch description spacetime required framework present simple example cosmology described way argue assumption inevitably lead deep paradox seem require major revision usual assumption
18282,51266a616e091ea6e669e1008be690d2fd8a0582,The dynamics and thermodynamics of compressible fluid flow.,"Keywords: ecoulement : compressible ; chocs ; ecoulement : tridimensionnel ; ecoulement : bidimensionnel Reference Record created on 2005-11-18, modified on 2016-08-08",Physics,0,0,keywords ecoulement compressible choc ecoulement tridimensionnel ecoulement bidimensionnel reference record created modified
18196,f83a364e354104dd301194f5c0fdc07c493d9dfc,Organometallics in synthesis : third manual,List of Contributors VII Preface IX Organoalkali Chemistry 1 Manfred Schlosser Organomagnesium and Organozink Chemistry 223 Paul Knochel Organosilicium and Organotin Chemistry 373 Tamejiro Hiyama Organoiron Chemistry 545 Hans-Joachim Knolker Organopalladium Chemistry 777 Stefan Brase Index 1001,Chemistry,0,0,list contributor vii preface ix organoalkali chemistry manfred schlosser organomagnesium organozink chemistry paul knochel organosilicium organotin chemistry tamejiro hiyama organoiron chemistry hansjoachim knolker organopalladium chemistry stefan brase index
18830,ca293ffca57a4d9d9285e56eba2c1e1066f09295,The thermodynamic stability of proteins.,BINDING AND THE SELECTIVE INTERACTION OF PROTEINS 121 Stoichiometr ic Binding 122 Ther modynamic Binding 123 What Do We Learn/rom Exp eriment? 128 TRANSITION THERMODYNAMICS AS A PROBE OF PERTURBATIONS . 130 CONCLUSIONS 135,Chemistry;Medicine,0,0,binding selective interaction protein stoichiometr ic binding ther modynamic binding learnrom exp eriment transition thermodynamics probe perturbation conclusion
11525,599617b929b7ad9a18616810e86e9b7fa1dfdee3,Derrida: Deconstruction from Phenomenology to Ethics,Acknowledgements. Abbreviations. Apologia. 1. Phenomenology. 2. Structuralism. 3. Language: Speech and Writing. 4. Deconstructing the Text: Literature and Philosophy. 5. Deconstruction and Psychoanalysis. 6. The Ethics and Politics of Deconstruction and the Deconstruction of Ethics and Politics. Notes. Bibliography. Index.,Philosophy,0,0,acknowledgement abbreviation apologia phenomenology structuralism language speech writing deconstructing text literature philosophy deconstruction psychoanalysis ethic politics deconstruction deconstruction ethic politics note bibliography index
20321,f3f26c7fd8bca7262b23210bf5318037a27f939d,Parallel computations in graph theory,"In parallel computation two approaches are common; namely unbounded parallelism and bounded parallelism. In this paper both approaches will be considered. The problem of unbounded parallelism is studied in section II and some lower and upper bounds on different connectivity problems for directed and undirected graphs are presented. In section III we mention bounded parallelism and three different k-parallel graph search techniques, namely k-depth search, breadth depth search, and breadth-first search. Each algorithm is analyzed with respect to the optimal serial algorithm. It is shown that for sufficiently dense graphs the parallel breadth first search technique is very close to the optimal bound. Techniques for searching sparse graphs are also discussed.",Computer Science;Mathematics,0,0,parallel computation two approach common namely unbounded parallelism bounded parallelism paper approach considered problem unbounded parallelism studied section ii lower upper bound different connectivity problem directed undirected graph presented section iii mention bounded parallelism three different kparallel graph search technique namely kdepth search breadth depth search breadthfirst search algorithm analyzed respect optimal serial algorithm shown sufficiently dense graph parallel breadth first search technique close optimal bound technique searching sparse graph also discussed
7232,fe865f657a42bcbde5e0933a553cd19c34c3f71f,Inflation and primordial black holes as dark matter.,We discuss the hypothesis that a large (or even a major) fraction of dark matter in the Universe consists of primordial black holes (PBH's). PBH's may arise from adiabatic quantum fluctuations appearing during inflation. We demonstrate that the inflation potential V(cphi) leading to the formation of a great number of PBH's should have a feature of the ``plateau''-type in some range ${\mathit{cphi}}_{1}$cphi${\mathit{cphi}}_{2}$ of the inflation field cphi. The mass spectrum of PBH's for such a potential is calculated.,Physics;Medicine,0,0,discus hypothesis large even major fraction dark matter universe consists primordial black hole pbhs pbhs may arise adiabatic quantum fluctuation appearing inflation demonstrate inflation potential vcphi leading formation great number pbhs feature plateautype range mathitcphicphimathitcphi inflation field cphi mass spectrum pbhs potential calculated
6975,3d0c167d399522de806826d826a593ffa67e99b6,Cores in dwarf galaxies from dark matter with a Yukawa potential.,"We show that cold dark matter particles interacting through a Yukawa potential could naturally explain the recently observed cores in dwarf galaxies without affecting the dynamics of objects with a much larger velocity dispersion, such as clusters of galaxies. The velocity dependence of the associated cross section as well as the possible exothermic nature of the interaction alleviates earlier concerns about strongly interacting dark matter. Dark matter evaporation in low-mass objects might explain the observed deficit of satellite galaxies in the Milky Way halo and have important implications for the first galaxies and reionization.",Physics;Medicine,0,0,show cold dark matter particle interacting yukawa potential could naturally explain recently observed core dwarf galaxy without affecting dynamic object much larger velocity dispersion cluster galaxy velocity dependence associated cross section well possible exothermic nature interaction alleviates earlier concern strongly interacting dark matter dark matter evaporation lowmass object might explain observed deficit satellite galaxy milky way halo important implication first galaxy reionization
20420,6350d7697aa098fadc46296218223325076826a3,Topological properties of hypercubes,"The n-dimensional hypercube is a highly concurrent loosely coupled multiprocessor based on the binary n-cube topology. Machines based on the hypercube topology have been advocated as ideal parallel architectures for their powerful interconnection features. The authors examine the hypercube from the graph-theory point of view and consider those features that make its connectivity so appealing. Among other things, they propose a theoretical characterization of the n-cube as a graph and and show how to map various other topologies into a hypercube. >",Computer Science,0,0,ndimensional hypercube highly concurrent loosely coupled multiprocessor based binary ncube topology machine based hypercube topology advocated ideal parallel architecture powerful interconnection feature author examine hypercube graphtheory point view consider feature make connectivity appealing among thing propose theoretical characterization ncube graph show map various topology hypercube
11463,28df74f4aef79239402b7ade0f6e09a63a37caeb,Sublime Historical Experience,CONTENTS Acknowledgments xxx Preface xxx Introduction: Experience in History and in Philosophy 1 1 Linguistic transcendentalism in extremis: The case of Richard Rorty 2 From language to experience 3 Huizinga on historical experience 4 Fragments of a history of historical experience 5 Gadamer and historical experience 6 (Pragmatist) aesthetic experience and historical experience 7 Subjective historical experience: the past as elegy 8 Sublime historical experience Epilogue: Rousseau and Holderlin Notes Index,Philosophy,0,0,content acknowledgment xxx preface xxx introduction experience history philosophy linguistic transcendentalism extremis case richard rorty language experience huizinga historical experience fragment history historical experience gadamer historical experience pragmatist aesthetic experience historical experience subjective historical experience past elegy sublime historical experience epilogue rousseau holderlin note index
4471,50595c385af51c56986f9651c8231c10aae4cf00,PDEMethodsin Flow SimulationPost Processing,"Vectorfield visualizationis an importanttopic in scientificvisualization.The aim is to graphicallyrepresentfield datain an intuitively understandable andpreciseway. Two novel methodsaredescribedwhich enablean easyperceptionof flow data.Thetexturetransportmethodespeciallyappliesto timedependent velocity fields. Lagrangiancoordinatesarecomputedsolving thecorrespondinglinear transportequationsnumerically. Choosinganappropriatetextureon thereference framethecoordinatemappingcanbeappliedasa suitabletexturemapping.Alternatively, thealigneddiffusionmethodsservesasanappropriatescalespacemethod for thevisualizationof complicatedflow patterns.It is closelyrelatedto nonlinear diffusionmethodsin imageanalysiswhereimagesaresmoothedwhile still retaining andenhancingedges.Herean initial noisy imageis smoothedalongstreamlines,whereastheimageis sharpenedin theorthogonaldirection. Thetwo methodshave in commonthat they arebasedon a continuousmodelanddiscretized only in thefinal implementational step.Therefore,many importantpropertiesare naturallyestablishedalreadyin thecontinuousmodel.",,0,0,vectorfield visualizationis importanttopic scientificvisualizationthe aim graphicallyrepresentfield datain intuitively understandable andpreciseway two novel methodsaredescribedwhich enablean easyperceptionof flow datathetexturetransportmethodespeciallyappliesto timedependent velocity field lagrangiancoordinatesarecomputedsolving thecorrespondinglinear transportequationsnumerically choosinganappropriatetextureon thereference framethecoordinatemappingcanbeappliedasa suitabletexturemappingalternatively thealigneddiffusionmethodsservesasanappropriatescalespacemethod thevisualizationof complicatedflow patternsit closelyrelatedto nonlinear diffusionmethodsin imageanalysiswhereimagesaresmoothedwhile still retaining andenhancingedgesherean initial noisy imageis smoothedalongstreamlineswhereastheimageis sharpenedin theorthogonaldirection thetwo methodshave commonthat arebasedon continuousmodelanddiscretized thefinal implementational stepthereforemany importantpropertiesare naturallyestablishedalreadyin thecontinuousmodel
6180,174e0629d7a2bf289aa7a0732e47dfd3dc882ff3,"On the Computational Complexity and Geometry of the First-Order Theory of the Reals, Part I",PLEASE NOTE: The original Technical Report TR00853 is missing. A copy can be found at http://www.sciencedirect.com/science/article/pii/S0747717110800033,Computer Science,0,0,please note original technical report tr missing copy found httpwwwsciencedirectcomsciencearticlepiis
22829,efb15f7bfd14d29931062a49de08de3a494aa39a,Direct Multipixel Imaging and Spectroscopy of an Exoplanet,Direct Multipixel Imaging and Spectroscopy of an Exoplanet with a Solar Gravitational Lens Mission,Physics,0,0,direct multipixel imaging spectroscopy exoplanet solar gravitational lens mission
22876,c283badb431aabf757b93ffc0d08661cd4dc1f77,Toward an Epistemology of Physics,"(1993). Toward an Epistemology of Physics. Cognition and Instruction: Vol. 10, No. 2-3, pp. 105-225.",,0,0,toward epistemology physic cognition instruction vol pp
3202,be9e2efc75978b452002fb787bcf47a31f036283,A Draft Sequence of the Rice Genome (Oryza sativa L. ssp. indica),"We have produced a draft sequence of the rice genome for the most widely cultivated subspecies in China, Oryza sativa L. ssp.indica, by whole-genome shotgun sequencing. The genome was 466 megabases in size, with an estimated 46,022 to 55,615 genes. Functional coverage in the assembled sequences was 92.0%. About 42.2% of the genome was in exact 20-nucleotide oligomer repeats, and most of the transposons were in the intergenic regions between genes. Although 80.6% of predicted Arabidopsis thaliana genes had a homolog in rice, only 49.4% of predicted rice genes had a homolog in A. thaliana. The large proportion of rice genes with no recognizable homologs is due to a gradient in the GC content of rice coding sequences.",Biology,0,0,produced draft sequence rice genome widely cultivated subspecies china oryza sativa l sspindica wholegenome shotgun sequencing genome megabases size estimated gene functional coverage assembled sequence genome exact nucleotide oligomer repeat transposon intergenic region gene although predicted arabidopsis thaliana gene homolog rice predicted rice gene homolog thaliana large proportion rice gene recognizable homologs due gradient gc content rice coding sequence
18590,efb91430daf6e29113df72ffcbf5a1719b4cebe7,A To Z Of Thermodynamics,"Keywords: thermodynamique ; lois : fondamentales ; cycles ; energie Reference Record created on 2005-11-18, modified on 2016-08-08",Physics,0,0,keywords thermodynamique lois fondamentales cycle energie reference record created modified
22699,2a216dbb8d99d510a6fe1959d948ec3d2d1dcdc6,The Exoplanet Handbook,1. Introduction 2. Radial velocities 3. Astrometry 4. Timing 5. Microlensing 6. Transits 7. Imaging 8. Host stars 9. Brown dwarfs and free-floating planets 10. Formation and evolution 11. Interiors and atmospheres 12. The Solar System Appendixes References Index.,Physics,0,0,introduction radial velocity astrometry timing microlensing transit imaging host star brown dwarf freefloating planet formation evolution interior atmosphere solar system appendix reference index
18598,6dc251209704982b83157ab0f31246467547955a,Thermodynamics of the Heisenberg Ising ring for Delta >= 1,The thermodynamics of the Heisenberg-Ising ring is reduced to the solution of a system of recurrent nonlinear integral equations.,Physics,0,0,thermodynamics heisenbergising ring reduced solution system recurrent nonlinear integral equation
7673,b7e39aeea14a45c7b4ae2c8704cc85bfa3a1d073,Science case for the Einstein telescope,"The Einstein Telescope (ET), a proposed European ground-based gravitational-wave detector of third-generation, is an evolution of second-generation detectors such as Advanced LIGO, Advanced Virgo, and KAGRA which could be operating in the mid 2030s. ET will explore the universe with gravitational waves up to cosmological distances. We discuss its main scientific objectives and its potential for discoveries in astrophysics, cosmology and fundamental physics.",Physics,0,0,einstein telescope et proposed european groundbased gravitationalwave detector thirdgeneration evolution secondgeneration detector advanced ligo advanced virgo kagra could operating mid et explore universe gravitational wave cosmological distance discus main scientific objective potential discovery astrophysics cosmology fundamental physic
28277,fda76afac5ee1a84e0d9bd4d5e3aaca80cf160ea,Supplementary Information for Mechanical Stress Inference for Two Dimensional Cell Arrays,"Mechanical Stress Inference for Two Dimensional Cell Arrays Kevin K. Chiou, Lars Hufnagel, Boris I. Shraiman1,3,∗ 1 Department of Physics, University of California, Santa Barbara, CA 91306, USA. 2 Department of Cell Biology and Biophysics, European Molecular Biology Laboratory, Heidelberg, Germany. 3 Kavli Institute for Theoretical Physics, University of California, Santa Barbara, CA 91306,USA. ∗ E-mail: shraiman@kitp.ucsb.edu",,0,0,mechanical stress inference two dimensional cell array kevin k chiou lars hufnagel boris shraiman department physic university california santa barbara ca usa department cell biology biophysics european molecular biology laboratory heidelberg germany kavli institute theoretical physic university california santa barbara ca usa email shraimankitpucsbedu
17781,45ca9406cc90352ab880dad4bb18e0a2d5e8c6ed,Organometallic hydroxides of transition elements.,"Northern Illinois University DeKalb,Institut fu¨r Anorganische Chemie & Southern Methodist University",Chemistry;Medicine,0,0,northern illinois university dekalbinstitut fur anorganische chemie southern methodist university
7246,f2e2848306d55552aead448996f91736f46a05ad,Unitarity limits on the mass and radius of dark-matter particles.,"Using partial wave unitarity and the observed density of the Universe, it is show that a stable elementary particle which was once in thermal equilibrium cannot have a mass greater than 340 TeV. An extended object which was once in thermal equilibrium cannot have a radius less than 7.5 x 10(exp -7) fm. A lower limit to the relic abundance of such particles is also found.",Physics;Medicine,0,0,using partial wave unitarity observed density universe show stable elementary particle thermal equilibrium mass greater tev extended object thermal equilibrium radius le x exp fm lower limit relic abundance particle also found
11502,4c9201dcb0b618ad81fa9ddd7c306fb2ff919a49,The printed voice of Victorian poetry,"Part 1 The printed voice: listening to ""Hamlet"" recorded sounds - linguistics and the voice speech acts and acts of writing - the philosophy of language the printed voice in the nineteenth century reading a voice. Part 2 Tennyson's breath: Tennyson's two voices breathing immortally morbidly speaking. Part 3 Companionable forms: ideals of marriage the poetry of being married - the Brownings remaining faithful - Hardy poetry and ""the sphere of mere contract"". Part 4 Hopkins - the perfection of habit: early Hopkins the conversion of eloquence making yourself heard ""The Wreck of the Deutschland"".",Art,0,0,part printed voice listening hamlet recorded sound linguistics voice speech act act writing philosophy language printed voice nineteenth century reading voice part tennyson breath tennyson two voice breathing immortally morbidly speaking part companionable form ideal marriage poetry married browning remaining faithful hardy poetry sphere mere contract part hopkins perfection habit early hopkins conversion eloquence making heard wreck deutschland
18602,f66151b0b6f33216677d790a6d96fc35106f0fef,The concepts of classical thermodynamics,"This paper, which is itself in the nature of an abstract, discusses how one can gain an understanding of the basic concepts of classical (phenomenological) thermodynamics, using virtually no mathematics at all, and without the introduction of the usual artifices such as abstract engines, cycles, perfect gases, and so on.",Physics,0,0,paper nature abstract discus one gain understanding basic concept classical phenomenological thermodynamics using virtually mathematics without introduction usual artifice abstract engine cycle perfect gas
3011,b7bf5e535ea38a781268b4580265a96cfc7da7c2,A LIMIT THEOREM IN GRAPH THEORY,"In this paper G(n ; I) will denote a graph of n vertices and l edges, K„ will denote the complete graph of p vertices G (p ; (PA and K,(p i , . . ., p,) will denote the rchromatic graph with p i vertices of the i-th colour, in which every two vertices of different colour are adjacent . 7r(G) will denote the number of vertices of G and v(G) denotes the number of edges of G . G(n :1) denotes the complementary graph of G(n : l) i . e. G(n ; 1) is the G (ii : (211) -/) which has the samevertices as G(n ; 1)",,0,0,paper gn denote graph n vertex l edge k denote complete graph p vertex g p pa kp p denote rchromatic graph p vertex ith colour every two vertex different colour adjacent rg denote number vertex g vg denotes number edge g gn denotes complementary graph gn l e gn g ii samevertices gn
